sample_id,true_label,target_x,target_y,SCNR_dB,2T2R_det_prob,2T2R_det_pred,2T2R_pred_x,2T2R_pred_y,2T2R_pos_err_m,2T2R_correct_det,2T1R_det_prob,2T1R_det_pred,2T1R_pred_x,2T1R_pred_y,2T1R_pos_err_m,2T1R_correct_det,1T2R_det_prob,1T2R_det_pred,1T2R_pred_x,1T2R_pred_y,1T2R_pos_err_m,1T2R_correct_det,1T1R_det_prob,1T1R_det_pred,1T1R_pred_x,1T1R_pred_y,1T1R_pos_err_m,1T1R_correct_det
1242,1,-2.9422565,92.57643,-34.679424,0.008166725,0,-0.6675148,105.49164,13.114001,0,1.0,1,1.0134392,89.61688,4.940289,1,0.007374002,0,0.2090416,88.001175,5.555506,0,0.009949595,0,6.8473015,108.28981,18.513393,0
1254,1,10.519072,75.294785,-37.378956,0.011891664,0,12.807228,96.14108,20.9715,0,0.9999999,1,0.45259476,77.04912,10.218202,1,0.024300987,0,16.831089,84.93112,11.519573,0,0.13195099,0,2.0682106,50.892464,25.824219,0
1260,1,13.302028,143.81995,-32.695297,0.017986216,0,13.457676,115.96829,27.852089,0,1.0,1,-6.2252693,130.92276,23.401981,1,0.0038078823,0,4.3318596,105.13319,39.713085,0,0.10084855,0,7.411003,163.06894,20.130274,0
1262,1,-18.54431,87.35423,-29.618074,0.0024075944,0,-11.2652855,94.7322,10.364295,0,1.0,1,-0.54561996,85.38926,18.105633,1,0.0016252464,0,-10.659748,88.18529,7.9282384,0,0.019668119,0,2.6202087,106.459946,28.512543,0
1266,1,-12.122726,123.896355,-37.11532,0.026371818,0,-4.526394,116.668274,10.485677,0,1.0,1,1.4182167,116.684906,15.3415165,1,0.008123399,0,-5.024807,91.25598,33.40321,0,0.024128228,0,4.6142426,139.10776,22.616652,0
1282,1,21.966558,106.81632,-31.817158,0.021659808,0,15.625935,95.67434,12.8198,0,1.0,1,-0.7181778,109.96531,22.902256,1,0.03822006,0,17.568005,99.05618,8.920036,0,0.014442468,0,3.4014854,132.30814,31.535606,0
1284,1,21.644123,104.82716,-48.784016,0.0048536733,0,14.8918915,101.8774,7.3684273,0,0.9999999,1,7.8203735,103.73308,13.866978,1,0.01143211,0,18.09045,84.22123,20.91012,0,0.00971275,0,10.098198,89.63517,19.081537,0
1287,1,-7.838511,104.02585,-36.15032,0.0025720934,0,-1.470459,102.41389,6.5689044,0,1.0,1,0.23452377,99.56663,9.222718,1,0.006106935,0,-1.5862389,87.352264,17.807281,0,0.006198093,0,5.6122093,111.43869,15.358128,0
1300,1,-26.920692,129.44093,-46.453075,0.004618185,0,-12.7186775,105.93706,27.461416,0,1.0,1,7.779827,124.21156,35.092342,1,0.0023181404,0,-10.408237,91.88982,41.021305,0,0.0054568513,0,8.960369,123.076454,36.441147,0
1304,1,-35.35926,125.38432,-41.18705,0.0022330468,0,-24.863035,102.63729,25.051912,0,1.0,1,-0.63079834,121.596985,34.934364,1,0.0010661036,0,-18.69436,97.47411,32.506905,0,0.03268101,0,5.6677628,144.05707,45.07647,0
1306,1,5.5392504,72.36511,-35.72851,0.0038774624,0,7.0608826,93.404854,21.094694,0,1.0,1,0.43901825,75.87941,6.1937594,1,0.0026238381,0,6.14933,90.526764,18.171896,0,0.0016654592,0,11.328533,81.38916,10.721438,0
1308,1,-9.057064,113.0553,-37.178673,0.0028735483,0,-1.3604088,100.295784,14.901131,0,0.9997167,1,0.72317505,112.41714,9.801037,1,0.0043318416,0,-1.7594032,91.81229,22.461554,0,0.0013636331,0,8.19014,130.75461,24.712984,0
1316,1,-28.704453,164.74121,-24.760355,0.00065607735,0,-14.4134445,130.17293,37.40587,0,0.99933773,1,0.4701233,151.55206,32.01733,1,0.00072625553,0,-1.7962112,99.85873,70.240944,0,0.025332134,0,0.0022964478,157.02972,29.724476,0
1320,1,-11.561632,122.76086,-30.033611,0.0047337823,0,-3.0209656,116.0944,10.83442,0,1.0,1,-1.3019447,110.48212,16.000895,1,0.0052335784,0,-0.53751755,89.64663,34.901047,0,0.005801212,0,2.6391869,121.737114,14.237672,0
1322,1,28.966377,164.10347,-53.1459,0.002861772,0,9.295589,105.18136,62.118877,0,0.9999064,1,16.913761,153.49657,16.055277,1,0.0056011216,0,7.1163177,89.8105,77.43946,0,0.02420605,0,9.500103,65.043015,100.95499,0
1335,1,6.1548,57.01453,-37.482567,0.0030593406,0,9.943459,91.8418,35.032734,0,0.9997726,1,1.2561417,49.876,8.657683,1,0.0020077226,0,16.642101,88.29259,32.989395,0,0.0011435384,0,10.064491,94.11824,37.309128,0
1336,1,23.580515,146.58325,-41.547276,0.002453742,0,12.776615,119.32808,29.318401,0,0.99998057,1,12.649239,154.31358,13.388458,1,0.0045653293,0,9.113262,93.140495,55.36632,0,0.0016409453,0,18.36578,149.89111,6.1753874,0
1340,1,-3.8085938,107.52101,-24.245749,0.0018538198,0,-0.1781578,115.35029,8.630043,0,0.9988525,1,-3.4320946,108.5025,1.0512261,1,0.0046512256,0,-1.4044304,102.96253,5.1536136,0,0.05883804,0,1.883709,107.95032,5.7084684,0
1341,1,10.238801,65.45998,-42.55313,0.00079825934,0,13.017353,107.29726,41.929443,0,0.7528141,1,7.5648003,77.24656,12.086101,1,0.0019515008,0,15.019283,88.375015,23.408375,0,0.0001799499,0,14.055248,118.07919,52.75744,0
1352,1,-17.019726,120.513725,-41.785793,0.016397156,0,-12.323219,112.18943,9.557775,0,1.0,1,-1.4771423,117.6573,15.802881,1,0.009712612,0,-9.856285,96.87884,24.696615,0,0.007369498,0,6.7698326,132.3204,26.558252,0
1354,1,-9.128371,116.63756,-37.68314,0.009010583,0,-0.06148529,101.3474,17.776318,0,1.0,1,1.8724213,109.02594,13.377375,1,0.010973289,0,-3.6784058,91.313156,25.904198,0,0.19065371,0,4.612278,139.28653,26.491156,0
1359,1,12.758426,134.2131,-30.138353,0.010076241,0,10.524315,122.58699,11.838825,0,1.0,1,-3.9824257,123.37979,19.940332,1,0.009928752,0,3.4625893,101.60104,33.911045,0,0.03858164,0,3.939083,159.70374,26.973192,0
1362,1,-7.958051,101.114395,-17.640327,0.008638369,0,3.6977158,90.49167,15.770201,0,0.98633075,1,-8.92067,107.9995,6.9520683,1,0.020505896,0,1.0912895,101.422386,9.054581,0,0.08614457,0,-2.031643,100.33808,5.977038,0
1363,1,-1.6274582,63.182873,-30.238087,0.000880459,0,1.4909935,111.4274,48.345207,0,0.9999999,1,0.62553024,65.323746,3.1079404,1,0.0015904943,0,0.6430321,89.11183,26.02818,0,0.00024550685,0,12.904678,128.72632,67.13513,0
1371,1,-15.476538,77.343575,-35.807945,0.0014663601,0,-13.363678,98.22641,20.989449,0,0.99997735,1,3.5207596,78.567635,19.036692,1,0.0010611184,0,-11.500504,86.45073,9.937259,0,0.005777597,0,4.5613747,65.4709,23.291162,0
1392,1,9.458935,110.895294,-41.612545,0.008638754,0,3.3796997,102.44719,10.408053,0,1.0,1,1.8503075,109.669754,7.7066956,1,0.007651075,0,2.7185326,88.83235,23.069601,0,0.011574972,0,5.763054,127.457565,16.969631,0
1397,1,2.774704,81.64074,-33.18825,0.004343021,0,4.6671677,99.22001,17.680841,0,1.0,1,-0.2288742,82.63702,3.1644983,1,0.010748053,0,2.3829079,90.50551,8.873423,0,0.056624066,0,1.9661522,69.96377,11.704932,0
1399,1,-7.141943,90.47695,-23.888922,0.0076195695,0,-7.659752,104.27004,13.802807,0,1.0,1,-1.4576569,91.96546,5.8759484,1,0.018498993,0,-3.2059364,94.7326,5.796781,0,0.24247459,0,5.900364,102.420876,17.684996,0
1402,1,5.4579525,59.67,-34.03806,0.02170738,0,8.068409,78.019516,18.534273,0,1.0,1,0.6919594,64.19075,6.56901,1,0.009129398,0,14.512909,88.84806,30.550802,0,0.008062124,0,10.104084,67.06714,8.7352295,0
1407,1,-24.928247,123.5254,-42.597996,0.0047075837,0,-13.682926,104.0857,22.45794,0,0.99999523,1,5.30101,116.044785,31.141092,1,0.0027235486,0,-9.2055435,92.40834,34.86366,0,0.0015957609,0,7.5390472,135.52094,34.612396,0
1415,1,25.72008,117.5949,-41.67418,0.123269446,0,20.085506,97.05214,21.30149,0,1.0,1,14.408619,117.650085,11.311595,1,0.06731278,0,20.444927,95.46881,22.746233,0,0.009671057,0,8.0913925,132.36687,22.9996,0
1427,1,-6.201684,98.23135,-35.91744,0.0043518734,0,-4.4722443,108.21944,10.1367035,0,1.0,1,0.71558,91.359375,9.75052,1,0.003581832,0,-1.5959816,86.931366,12.20255,0,0.005590423,0,6.1112022,111.06916,17.7881,0
1434,1,-14.326754,126.59455,-38.89075,0.008928005,0,-4.3789024,108.21041,20.903023,0,1.0,1,1.3055191,116.11687,18.818869,1,0.0122746695,0,-3.9164467,91.447266,36.656597,0,0.0143013345,0,3.0140457,133.6962,18.738642,0
1441,1,18.806587,102.2221,-38.483414,0.0074007297,0,16.09338,97.9396,5.069646,0,0.9999994,1,2.984909,94.091965,17.788328,1,0.008362609,0,13.23864,91.84282,11.778433,0,0.0041781133,0,5.3429985,115.828285,19.141487,0
1442,1,15.4323225,108.90006,-35.044792,0.0049037277,0,9.851158,105.097824,6.753252,0,0.9999833,1,0.99168015,97.97703,18.106487,1,0.0045289737,0,7.141239,97.80966,13.846987,0,0.015141022,0,1.2154732,133.21506,28.166252,0
1456,1,5.16376,125.57313,-31.881454,0.17750867,0,5.160553,128.51323,2.9401033,0,1.0,1,-3.0362625,117.4048,11.574193,1,0.16811267,0,-0.6330681,107.881096,18.617496,0,0.01069395,0,8.734425,143.9521,18.722616,0
1458,1,33.7926,126.40129,-57.999542,0.008007644,0,17.592022,96.68573,33.84484,0,0.8494966,1,16.642353,123.67466,17.365639,1,0.00521052,0,21.098911,88.01422,40.431385,0,0.027152108,0,9.680977,67.90549,63.270287,0
1467,1,0.7173714,56.81497,-29.691027,0.0044522136,0,4.178501,93.94807,37.294052,0,1.0,1,0.2641487,66.33836,9.534174,1,0.009403057,0,1.6830978,86.256645,29.457512,0,0.2814022,0,0.41448212,44.031464,12.787092,0
1474,1,-5.2218847,153.3341,-33.592358,0.020660538,0,-1.3360062,139.07086,14.783105,0,1.0,1,8.813473,149.5624,14.533309,1,0.0067847245,0,-4.6306114,116.565315,36.773544,0,0.03871525,0,9.013027,163.4813,17.481365,0
1475,1,-13.511776,127.94187,-36.696697,0.0042762044,0,-8.577431,108.083824,20.461912,0,0.99999976,1,-0.13156128,116.58309,17.55141,1,0.005907982,0,-4.2600174,93.96662,35.212395,0,0.0047096484,0,6.625572,138.08974,22.549767,0
1491,1,9.193164,61.974472,-41.02859,0.0051216856,0,14.905773,99.91449,38.36768,0,0.9996443,1,2.939167,68.91345,9.341409,1,0.0071467767,0,17.228329,82.88025,22.396772,0,0.06360673,0,4.564266,42.940674,19.588572,0
1495,1,4.1073465,77.188416,-35.03408,0.0009581192,0,8.083202,120.0046,43.000385,0,0.99026287,1,6.2444572,83.07813,6.2654614,1,0.0027044911,0,0.24539185,98.74209,21.896929,0,5.2083673e-05,0,14.844227,123.12536,47.175026,0
1499,1,-6.2507396,149.63733,-32.825768,0.00089711323,0,0.1003952,124.726814,25.707405,0,0.9999999,1,-3.5689545,141.13568,8.914594,1,0.008644275,0,-1.0443077,128.90341,21.377611,0,0.010984964,0,10.511166,156.11234,17.969063,0
1502,1,3.3227844,89.55279,-33.016975,0.0024457972,0,5.7505455,110.88869,21.47358,0,0.9998975,1,3.3052635,97.10566,7.5528917,1,0.0060614566,0,2.3646584,96.87642,7.3860397,0,0.003459765,0,5.1196823,146.20157,56.677273,0
1506,1,-33.364223,126.79144,-28.144064,0.00027073483,0,-18.242355,113.861145,19.896318,0,0.9999999,1,-2.6075249,122.92293,30.999031,1,0.00028527496,0,-9.5481415,92.75685,41.53985,0,0.000592015,0,9.769375,146.03381,47.231094,0
1508,1,-12.371713,113.2404,-36.827835,0.0077145793,0,-8.422279,103.83901,10.197263,0,1.0,1,1.2509995,106.13134,15.366101,1,0.0071793627,0,-3.3452606,88.4574,26.375637,0,0.017464891,0,5.2128105,138.50146,30.778835,0
1513,1,-11.157585,74.12675,-30.031864,0.0009487754,0,-12.1518135,109.10718,34.994556,0,0.99995244,1,2.651596,82.86632,16.342386,1,0.00046791197,0,-5.474041,88.163345,15.143605,0,0.00070343155,0,6.741867,129.20969,57.918224,0
1524,1,33.917965,127.48136,-46.57395,0.009049622,0,20.399837,103.57801,27.461063,0,1.0,1,9.9796295,121.49455,24.67561,1,0.0027611442,0,21.022923,93.49183,36.35341,0,0.006266133,0,6.7557793,132.09393,27.551046,0
1530,1,9.154251,84.223526,-36.88284,0.0019599958,0,8.287613,97.81102,13.615105,0,0.99921453,1,6.392391,77.665955,7.115449,1,0.0058578723,0,11.77261,87.08238,3.8767073,0,0.002194642,0,7.7529526,86.8209,2.9512691,0
1531,1,36.018604,130.03433,-56.0588,0.010852071,0,21.3502,105.56513,28.529,0,0.9999999,1,10.242077,122.692566,26.801697,1,0.0038319612,0,21.6739,91.13061,41.464085,0,0.04040504,0,8.13522,84.999435,52.96815,0
1532,1,-2.1631827,83.68326,-31.001087,0.0029107525,0,1.6355858,106.90216,23.527603,0,1.0,1,0.16676712,86.93254,3.998313,1,0.0039103506,0,-0.92036057,89.31183,5.764149,0,0.002703516,0,5.413315,129.21085,46.153706,0
1537,1,30.268421,124.32244,-40.736557,0.029851535,0,19.215275,99.36405,27.296396,0,1.0,1,1.3098831,120.685715,29.186,1,0.030585987,0,19.472149,98.261246,28.20896,0,0.031816196,0,3.5640068,136.36261,29.293198,0
1542,1,20.282343,101.307915,-41.0206,0.012883168,0,15.746742,99.539825,4.8680396,0,0.9999995,1,3.7885094,97.77175,16.868639,1,0.027498202,0,16.77525,88.30278,13.469715,0,0.003992957,0,6.334976,102.791336,14.026032,0
1550,1,-33.133266,121.19591,-47.267914,0.0033100762,0,-19.034225,104.95509,21.506907,0,1.0,1,17.946323,121.598175,51.081173,1,0.0015052826,0,-14.120159,91.90864,34.917652,0,0.018028252,0,10.465645,119.34751,43.638077,0
1552,1,26.960306,118.43251,-54.73573,0.036614064,0,19.514507,104.85003,15.489471,0,1.0,1,19.906658,118.33018,7.05439,1,0.018442526,0,23.284245,87.805374,30.84696,0,0.06422836,0,8.265129,72.97924,49.14783,0
1554,1,-22.569733,105.94714,-39.322968,0.0030371058,0,-15.247482,101.10275,8.779719,0,1.0,1,2.5584908,101.17214,25.577887,1,0.0019662937,0,-10.058014,87.51332,22.27889,0,0.009155376,0,7.442486,106.78593,30.023937,0
1561,1,2.8143837,61.3324,-28.699446,0.0121680265,0,5.3710785,95.25352,34.01733,0,1.0,1,0.021911621,71.1201,10.178261,1,0.015636815,0,3.9365273,87.88659,26.577887,0,0.013796707,0,1.8393059,65.97053,4.739514,0
1562,1,-0.2801434,41.678833,-28.068243,0.00087829086,0,0.0021400452,116.41716,74.73886,0,1.0,1,0.2853546,53.14498,11.480085,1,0.0048140865,0,4.4122124,70.52976,29.230024,0,0.0022960845,0,4.037071,72.56163,31.183098,0
1564,1,8.167051,90.20729,-34.631634,0.0076092645,0,10.197437,101.95829,11.925118,0,1.0,1,-0.018989563,91.017395,8.226028,1,0.0121126305,0,4.337532,87.880486,4.4809866,0,0.006472483,0,7.8639336,111.38625,21.181131,0
1570,1,-28.564663,106.90776,-48.51798,0.0018762622,0,-15.583263,95.761986,17.109793,0,1.0,1,4.3154106,103.504036,33.05578,1,0.001091174,0,-13.914188,86.42493,25.182987,0,0.004148587,0,8.152515,109.05415,36.77986,0
1571,1,-23.373583,97.24807,-33.54361,0.0027698972,0,-17.538216,101.986145,7.516706,0,1.0,1,-0.16832733,93.43806,23.515953,1,0.0024450924,0,-15.178707,92.86949,9.291283,0,0.023001947,0,3.4546547,130.9544,43.079826,0
1587,1,-23.732363,116.37533,-33.32006,0.001172913,0,-12.154221,114.159294,11.788307,0,0.9999999,1,-2.0442429,112.67879,22.000885,1,0.0013500666,0,-5.991291,92.56985,29.689165,0,0.008295999,0,0.83060074,132.88857,29.597738,0
1591,1,-16.243929,78.80039,-24.486376,0.0001548348,0,-15.034477,109.14569,30.36939,0,1.0,1,-0.34832382,84.309586,16.823242,1,0.00025039245,0,-9.143234,100.36821,22.706621,0,0.03247879,0,-0.67136,128.04422,51.647453,0
1596,1,-26.261763,117.170364,-35.713634,0.04897892,0,-18.790533,110.53443,9.992741,0,1.0,1,-0.24271774,116.10875,26.040693,1,0.0077864802,0,-11.358578,93.00365,28.392519,0,0.26570785,0,3.180439,131.53784,32.760765,0
1597,1,-13.232689,109.77617,-15.131255,0.010780391,0,0.0054626465,88.215454,25.300455,0,0.7168365,1,-7.0656166,109.146965,6.1990867,1,0.015658267,0,-3.6289444,95.86545,16.903847,0,0.20822974,0,2.208889,91.6433,23.816868,0
1602,1,-21.184137,92.07142,-38.228916,0.0012840837,0,-12.412163,98.260574,10.735603,0,0.9999547,1,3.7337837,88.69026,25.146273,1,0.0006364599,0,-10.096642,81.913994,15.036816,0,0.00031267814,0,7.9630356,98.331474,29.811842,0
1612,1,4.4062896,84.15615,-23.403929,0.0052137035,0,7.5914917,96.196526,12.454563,0,1.0,1,-0.452137,76.28306,9.251481,1,0.015917854,0,1.6182327,99.14324,15.244217,0,0.32061625,0,2.8444138,91.00679,7.0264297,0
1620,1,24.12184,103.73738,-56.605606,0.0033697225,0,15.319031,100.58897,9.348901,0,0.99097216,1,15.803291,105.0577,8.422677,1,0.0061634923,0,19.787724,77.32045,26.77011,0,0.36395776,0,7.172016,43.171806,62.89265,0
1622,1,-17.843117,103.21667,-39.19647,0.0016443509,0,-10.223221,102.408165,7.662668,0,1.0,1,2.4483528,101.19537,20.391895,1,0.0018498211,0,-6.1042633,82.92334,23.443972,0,0.015364626,0,6.161274,86.099106,29.482565,0
1626,1,-12.054807,94.457054,-36.2542,0.0031403808,0,-8.256893,104.064285,10.330685,0,0.99999976,1,2.1771965,92.70263,14.339732,1,0.0040944037,0,-5.46439,89.26285,8.391268,0,0.0012329334,0,6.8445663,110.32072,24.674725,0
1629,1,-11.914069,66.440926,-28.48758,0.0017746623,0,-10.497566,91.447586,25.046747,0,1.0,1,0.049697876,72.49558,13.408602,1,0.00075865845,0,-8.69154,75.841866,9.937925,0,0.019157887,0,4.7486725,62.770958,17.062113,0
1638,1,6.6649814,137.89934,-33.190056,0.003312892,0,8.625702,121.23406,16.780222,0,1.0,1,-0.7550087,129.4509,11.244216,1,0.0024549249,0,2.473915,101.92389,36.21875,0,0.040506504,0,13.347305,163.00262,25.97746,0
1643,1,-24.340748,143.37541,-22.993587,0.00047347933,0,-14.645363,129.73758,16.732931,0,0.9999975,1,-3.2600937,124.831955,28.075857,1,0.0015817478,0,2.0885696,98.17725,52.35821,0,0.024412572,0,1.7032318,137.4686,26.705418,0
1645,1,-15.86226,113.475204,-39.53023,0.008660468,0,-11.49884,103.09165,11.263107,0,1.0,1,2.316368,109.51744,18.604471,1,0.007417341,0,-6.269539,91.84183,23.664812,0,0.01444566,0,5.3443604,130.44447,27.160206,0
1651,1,-1.5937005,168.88397,-22.819798,0.012093434,0,7.095524,145.94623,24.528408,0,1.0,1,-5.0500336,140.96089,28.13618,1,0.068534754,0,2.5549011,137.68323,31.475346,0,0.09441277,0,-1.9337616,160.64941,8.241576,0
1652,1,-0.7210993,79.20028,-20.55793,0.0049869027,0,-5.063881,104.24679,25.420216,0,1.0,1,-0.5400276,83.35791,4.161572,1,0.018316116,0,0.633358,99.258255,20.103655,0,0.16661328,0,0.57896423,101.34182,22.179674,0
1655,1,8.410004,53.003384,-46.823933,0.49400058,0,5.54871,53.059814,2.8618503,0,0.908854,1,6.3886223,46.194008,7.1030684,1,0.046274085,0,13.375813,53.02007,4.965837,0,0.108412266,0,5.431057,43.868088,9.608733,0
1660,1,-7.677746,99.5878,-33.08323,0.0015856511,0,-0.22652435,107.278824,10.708528,0,0.99992895,1,2.1025124,96.9181,10.138084,1,0.0034928569,0,-2.7204666,95.291306,6.5600667,0,0.0008888782,0,9.804878,135.73909,40.15667,0
1668,1,5.785047,57.73112,-36.170372,0.00077455724,0,9.090267,99.798874,42.197395,0,0.99495065,1,1.5100517,47.341827,11.234456,1,0.00434561,0,11.109879,90.006714,32.71189,0,0.00030908358,0,12.898663,112.06746,54.80001,0
1669,1,40.575993,146.57526,-51.342655,0.002414748,0,20.043179,109.34713,42.515053,0,0.99999344,1,19.549969,145.25008,21.067743,1,0.0041045616,0,23.337803,92.0846,57.152313,0,0.009850843,0,12.055195,96.782104,57.38287,0
1671,1,-23.054848,116.02979,-30.67131,0.004087695,0,-11.972477,104.42324,16.047773,0,1.0,1,0.9542465,108.723236,25.096262,1,0.004147104,0,-8.798096,93.611115,26.567877,0,0.018432457,0,3.5707855,126.03073,28.441925,0
1672,1,4.4775143,119.437004,-27.13883,0.007326991,0,8.254566,107.395645,12.619843,0,1.0,1,-1.7173462,109.35993,11.828934,1,0.061821077,0,2.1129913,105.79208,13.848279,0,0.008880046,0,0.25077438,123.25082,5.6930213,0
1676,1,18.48415,97.75996,-45.457317,0.004349895,0,14.096386,101.95533,6.0707192,0,0.9997029,1,6.455868,94.03162,12.592858,1,0.010441957,0,16.433002,84.052414,13.860155,0,0.04530731,0,7.0600014,54.657516,44.59071,0
1681,1,-33.494804,127.04095,-38.73848,0.010165382,0,-19.783165,111.78279,20.513906,0,1.0,1,0.38895035,120.10071,34.58722,1,0.0036311583,0,-15.557446,96.05606,35.802402,0,0.05827483,0,3.825817,139.25137,39.26733,0
1684,1,36.574787,136.8218,-69.618164,0.25311184,0,25.205685,125.870926,15.785372,0,0.9999999,1,29.607899,130.67314,9.292117,1,0.022020437,0,27.642735,88.453156,49.186447,0,0.44159782,0,10.222694,61.92505,79.39745,0
1685,1,18.805706,84.76216,-47.10947,0.0030495988,0,17.013851,102.05301,17.383446,0,0.9907025,1,7.1958656,87.84307,12.011678,1,0.004432467,0,18.749775,93.683426,8.92144,0,0.003090675,0,7.752636,70.72005,17.870403,0
1686,1,-20.731934,122.1482,-32.959457,0.0057882727,0,-9.985092,110.87323,15.57625,0,1.0,1,-2.5138664,117.90614,18.705427,1,0.0032731288,0,-3.8994255,91.60687,34.87271,0,0.010207893,0,3.5664406,141.95651,31.349325,0
1705,1,-16.725348,134.43254,-40.303318,0.0046354895,0,-8.636646,112.17183,23.684729,0,0.99999976,1,0.19462204,121.07662,21.556112,1,0.0029591518,0,-7.5787163,93.37656,42.06251,0,0.002163562,0,10.0868225,139.35701,27.260647,0
1736,1,-15.417936,91.80246,-25.509289,0.00075591507,0,-10.387978,116.31463,25.022928,0,1.0,1,-0.24001694,87.64071,15.738152,1,0.0013373132,0,-3.8010254,94.066895,11.835552,0,0.011388032,0,5.226078,140.17896,52.597157,0
1765,1,-21.190512,128.6027,-43.67006,0.0067198724,0,-9.122906,106.613625,25.0828,0,1.0,1,-1.407856,123.042984,20.549063,1,0.0059080375,0,-9.523064,96.04978,34.580666,0,0.008214859,0,8.521912,139.13463,31.523792,0
1767,1,5.719312,87.1008,-37.809578,0.002536321,0,5.787323,101.02269,13.922056,0,0.9999901,1,2.5112076,85.747795,3.481746,1,0.0066626067,0,5.2848434,84.992905,2.1522045,0,0.00090168894,0,7.2943687,93.548164,6.6369658,0
1782,1,-0.6291127,96.30905,-33.375477,0.0069058095,0,2.53751,106.90616,11.060116,0,0.9999999,1,0.48096848,88.40821,7.978444,1,0.009765433,0,0.89652634,88.524826,7.9323225,0,0.0132008465,0,5.102642,127.74841,31.957573,0
1792,1,8.596759,67.58271,-37.700962,0.0030993258,0,15.364868,111.32617,44.263954,0,0.88732225,1,6.265156,86.782104,19.340452,1,0.004377598,0,12.522865,95.42613,28.118864,0,0.00038348933,0,11.299843,126.62154,59.100674,0
1794,1,35.461395,126.84377,-61.80958,0.005050942,0,22.1469,108.43318,22.7206,0,0.9998777,1,16.470325,120.48739,20.026592,1,0.0019096568,0,22.704067,94.46105,34.805027,0,0.0975931,0,6.742092,60.143673,72.62026,0
1799,1,24.83274,107.01067,-38.946743,0.08957636,0,20.86356,95.791504,11.900595,0,1.0,1,2.135788,107.121315,22.697224,1,0.048694007,0,17.676434,98.335045,11.2463,0,0.023004962,0,5.9436684,122.74224,24.582092,0
1804,1,6.2607183,108.08818,-37.913704,0.0086896485,0,4.594013,100.461174,7.8069925,0,1.0,1,0.69986725,100.80837,9.160713,1,0.0052989353,0,4.1177177,85.92497,22.266573,0,0.0041650515,0,5.1441307,108.6092,1.2321643,0
1811,1,-18.565979,84.01394,-34.00912,0.002442528,0,-10.987625,88.26002,8.686808,0,1.0,1,0.22340012,79.22831,19.38925,1,0.0013373768,0,-12.126186,85.86575,6.700757,0,0.004143734,0,6.2355804,102.91896,31.185207,0
1816,1,-8.0217,81.05902,-34.154037,0.0017975158,0,-6.782795,109.935875,28.903418,0,1.0,1,0.0459404,79.39772,8.236914,1,0.004204429,0,-6.2900543,88.50067,7.6404686,0,0.0012530163,0,5.542034,114.34234,35.94098,0
1830,1,-10.737773,119.38349,-18.743792,0.002565263,0,-3.4177551,107.79089,13.710251,0,0.99868184,1,-0.60064316,110.137474,13.720431,1,0.008052121,0,1.5270882,99.63041,23.251045,0,0.024554811,0,-2.482254,111.707794,11.27253,0
1832,1,-6.3793335,100.25016,-35.03735,0.0026485801,0,-4.467098,117.08735,16.945429,0,1.0,1,-0.48207855,94.46035,8.264352,1,0.003556946,0,-1.4703941,95.001205,7.1867385,0,0.0014776939,0,12.879906,150.30365,53.630867,0
1836,1,-31.929075,160.75587,-46.982132,0.0034832272,0,-17.02639,117.01374,46.211086,0,0.9999999,1,3.9391174,146.3244,38.662575,1,0.0021655126,0,-9.789288,95.46055,68.94672,0,0.0011564554,0,15.87233,130.78929,56.417824,0
1849,1,-24.615107,125.49749,-24.668222,0.0001918408,0,-11.046043,120.57321,14.4349575,0,0.99029785,1,-2.8067207,132.75809,22.985256,1,0.000109814544,0,-2.0034943,96.76451,36.56322,0,0.033849906,0,3.144249,133.94693,29.016804,0
1858,1,-0.52065074,62.242874,-30.16433,0.0032828941,0,2.1874237,98.3399,36.198463,0,1.0,1,0.21346664,72.70819,10.491034,1,0.0061929785,0,1.4130936,86.818,24.651089,0,0.015854599,0,5.039585,60.204338,5.922149,0
1860,1,-22.664505,129.88177,-43.99984,0.002052237,0,-7.3354034,105.21794,29.039387,0,0.9999993,1,12.049183,130.36374,34.717033,1,0.0023766411,0,-6.366272,88.301285,44.660603,0,0.002511381,0,13.9814,134.89435,36.987137,0
1864,1,2.5634353,38.48881,-34.482,0.0018237457,0,11.19585,81.55287,43.920746,0,0.99978095,1,0.8238983,42.22133,4.1179695,1,0.0024819002,0,12.026188,78.25064,40.872322,0,0.00060905475,0,9.938225,89.310394,51.353878,0
1867,1,-27.185535,119.07875,-45.225887,0.0067763585,0,-18.116682,100.7906,20.413242,0,1.0,1,2.1680794,116.86422,29.437033,1,0.0034443736,0,-11.224358,91.24761,32.083195,0,0.0065438882,0,7.10725,129.64438,35.883526,0
1878,1,-26.811157,109.26985,-44.523724,0.00298117,0,-15.058651,95.344894,18.221575,0,1.0,1,6.2951508,110.8807,33.145473,1,0.0011621758,0,-10.271008,84.671616,29.642027,0,0.0028052882,0,8.12521,107.89311,34.96348,0
1887,1,-22.86486,109.09944,-39.665882,0.0017451855,0,-12.361271,101.62824,12.889694,0,0.9999937,1,4.212818,98.16318,29.202784,1,0.001444753,0,-7.216076,81.467995,31.75502,0,0.0018443677,0,6.600788,108.431984,29.473207,0
1889,1,-0.01722666,77.09845,-24.06514,0.0016064271,0,3.8356094,122.867325,45.930756,0,1.0,1,-0.78349304,81.37022,4.3399487,1,0.0070321234,0,-2.0842857,100.86953,23.860783,0,0.021956518,0,4.7265167,115.752625,38.944168,0
